year,state,Auto,Bus,Truck,Motorcycle
1999,Montana,"455,430","2,811","539,664","22,216"
1999,Nebraska,"833,415","5,797","730,341","19,631"
1999,Nevada,"620,131","1,771","540,474","23,499"
1999,New Hampshire,"678,497","1,713","370,688","47,656"
1999,New Jersey,"4,341,182","20,565","1,741,011","105,547"
1999,New Mexico,"761,012","3,524","811,946","30,669"
1999,New York,"7,892,118","50,731","2,813,177","143,547"
1999,North Carolina,"3,423,588","29,987","2,236,865","78,733"
1999,North Dakota,"342,786","2,289","359,337","16,387"
1999,Ohio,"6,651,554","36,364","3,547,685","240,590"
1999,Oklahoma,"1,524,424","16,169","1,390,893","53,277"
1999,Oregon,"1,559,972","12,920","1,440,067","66,609"
1999,Pennsylvania,"6,071,724","34,930","2,901,946","200,829"
1999,Rhode Island,"535,034","1,900","210,076","19,210"
1999,South Carolina,"1,872,502","15,816","1,137,929","46,844"
1999,South Dakota,"379,168","2,721","400,072","25,761"
1999,Tennessee,"2,621,508","17,380","1,787,631","62,985"
1999,Texas,"7,738,292","82,589","6,247,839","168,896"
1999,Utah,"856,699","1,242","719,239","24,674"
1999,Vermont,"301,914","1,938","213,763","17,663"
1999,Virginia,"3,769,276","17,854","2,084,027","57,464"
1999,Washington,"2,741,257","9,137","2,111,756","107,290"
1999,West Virginia,"759,648","3,211","616,272","19,447"
1999,Wisconsin,"2,520,717","13,032","1,732,023","192,806"
1999,Wyoming,"195,762","2,710","329,722","15,925"
2000,Alabama,"1,961,806","8,776","1,989,567","54,849"
2000,Alaska,"244,305","2,510","347,584","16,107"
2000,Arizona,"2,163,141","4,594","1,626,803","165,094"
2000,Arkansas,"951,243","6,684","882,266","25,020"
2000,California,"17,321,413","47,312","10,329,198","448,501"
2000,Colorado,"1,920,757","5,786","1,699,469","98,297"
2000,Connecticut,"2,009,190","10,529","833,730","54,046"
2000,Delaware,"400,306","2,042","228,098","10,980"
2000,District of Columbia,"200,288","2,629","39,164","1,476"
2000,Florida,"7,352,705","45,011","4,383,294","255,210"
2000,Georgia,"4,066,530","18,017","3,070,459","88,071"
2000,Hawaii,"459,515","4,301","273,735","20,061"
2000,Idaho,"515,266","3,687","658,747","42,151"
2000,Illinois,"5,953,984","18,298","3,000,302","195,511"
2000,Indiana,"3,244,937","27,285","2,298,720","117,837"
2000,Iowa,"1,751,690","8,223","1,346,310","126,671"
2000,Kansas,"826,441","3,864","1,465,830","49,867"
2000,Kentucky,"1,673,926","12,934","1,139,543","44,003"
2000,Louisiana,"1,964,694","21,484","1,570,804","48,244"
2000,Maine,"618,283","3,034","402,779","28,899"
2000,Maryland,"2,605,816","11,852","1,229,870","49,403"
2000,Massachusetts,"3,673,638","11,934","1,579,827","106,718"
2000,Michigan,"5,023,421","25,827","3,386,473","183,592"
2000,Minnesota,"2,625,595","14,765","1,989,580","143,055"
2000,Mississippi,"1,318,648","10,374","960,389","31,859"
2000,Missouri,"2,715,215","12,985","1,851,429","60,940"
2000,Montana,"466,659","2,795","556,772","26,511"
2000,Nebraska,"852,481","6,032","760,420","21,159"
2000,Nevada,"655,592","1,837","562,296","24,912"
2000,New Hampshire,"670,394","1,733","379,624","48,651"
2000,New Jersey,"4,450,719","21,538","1,917,774","111,853"
2000,New Mexico,"729,727","3,440","795,343","28,554"
2000,New York,"7,501,343","54,083","2,679,105","107,486"
2000,North Carolina,"3,743,066","30,631","2,448,806","82,647"
2000,North Dakota,"339,237","2,312","352,311","17,035"
2000,Ohio,"6,709,706","37,583","3,720,187","254,666"
2000,Oklahoma,"1,587,115","16,593","1,410,783","57,646"
2000,Oregon,"1,541,253","13,305","1,467,016","69,468"
2000,Pennsylvania,"6,032,058","35,699","3,192,210","215,737"
2000,Rhode Island,"538,975","1,957","218,638","19,484"
2000,South Carolina,"1,924,398","16,218","1,154,113","51,679"
2000,South Dakota,"380,281","2,726","409,502","29,205"
2000,Tennessee,"2,854,569","17,221","1,948,009","71,084"
2000,Texas,"7,616,183","85,397","6,368,516","187,174"
2000,Utah,"866,723","1,250","759,633","28,291"
2000,Vermont,"295,640","2,004","217,239","21,740"
2000,Virginia,"3,873,910","18,190","2,154,027","60,857"
2000,Washington,"2,891,430","9,254","2,215,182","118,697"
2000,West Virginia,"795,249","3,204","643,282","26,307"
2000,Wisconsin,"2,526,849","13,620","1,825,056","179,576"
2000,Wyoming,"215,110","2,766","367,814","19,187"
2001,Alabama,"1,765,088","8,826","2,461,175","54,998"
2001,Alaska,"242,293","2,568","352,873","16,788"
2001,Arizona,"2,263,970","4,725","1,698,422","191,364"
2001,Arkansas,"973,531","6,936","883,331","29,290"
2001,California,"17,918,760","49,041","10,812,255","488,042"
2001,Colorado,"2,367,565","5,875","2,275,380","194,856"
2001,Connecticut,"2,051,140","10,197","855,531","51,883"
2001,Delaware,"410,464","2,062","240,559","12,656"
2001,District of Columbia,"203,693","2,669","42,500","1,472"
2001,Florida,"8,937,563","45,621","5,356,918","305,461"
2001,Georgia,"4,084,746","18,538","3,201,501","91,946"
2001,Hawaii,"528,622","4,640","334,811","21,749"
2001,Idaho,"577,762","3,710","742,376","39,272"
2001,Illinois,"6,424,601","17,987","3,418,902","256,834"
2001,Indiana,"3,229,359","28,120","2,367,552","127,374"
2001,Iowa,"1,870,457","8,316","1,439,536","137,973"
2001,Kansas,"842,312","3,880","1,484,509","51,811"
2001,Kentucky,"2,122,875","13,347","1,489,478","46,206"
2001,Louisiana,"1,994,403","20,815","1,593,341","50,507"
2001,Maine,"617,781","2,836","396,922","32,808"
2001,Maryland,"2,595,892","11,923","1,331,033","54,711"
2001,Massachusetts,"3,530,955","11,673","1,655,593","114,965"
2001,Michigan,"4,903,195","26,060","3,524,396","199,168"
2001,Minnesota,"2,564,940","15,397","1,973,849","152,040"
2001,Mississippi,"1,147,240","9,234","797,299","26,840"
2001,Missouri,"2,490,721","12,424","1,704,693","64,513"
2001,Montana,"460,024","2,814","570,246","26,481"
2001,Nebraska,"833,979","6,209","793,262","23,076"
2001,Nevada,"679,137","1,904","598,787","32,521"
2001,New Hampshire,"684,378","1,810","413,352","53,321"
2001,New Jersey,"4,517,906","22,407","2,039,712","125,747"
2001,New Mexico,"671,132","3,402","753,926","28,269"
2001,New York,"7,597,371","55,698","2,543,399","118,864"
2001,North Carolina,"3,713,667","31,226","2,434,858","86,761"
2001,North Dakota,"347,620","2,291","357,674","18,214"
2001,Ohio,"6,666,033","38,330","3,850,539","269,082"
2001,Oklahoma,"1,748,889","17,039","1,515,152","77,566"
2001,Oregon,"1,559,228","13,572","1,466,595","72,522"
2001,Pennsylvania,"6,231,291","36,478","3,362,986","238,433"
2001,Rhode Island,"536,246","1,860","226,372","21,374"
2001,South Carolina,"1,919,405","16,630","1,206,704","56,660"
2001,South Dakota,"389,032","2,598","411,866","31,525"
2001,Tennessee,"3,011,787","17,080","2,109,976","83,880"
2001,Texas,"7,724,309","79,531","6,554,917","213,299"
2001,Utah,"924,021","1,262","826,451","38,787"
2001,Vermont,"301,765","2,073","229,947","24,194"
2001,Virginia,"3,976,364","18,260","2,176,757","65,056"
2001,Washington,"2,903,201","9,719","2,266,177","123,492"
2001,West Virginia,"786,539","3,120","662,393","27,855"
2001,Wisconsin,"2,579,061","14,004","1,879,870","209,486"
2001,Wyoming,"211,154","2,811","358,658","21,064"
2002,Alabama,"1,801,678","8,894","2,617,427","62,010"
2002,Alaska,"255,217","2,250","362,948","18,173"
2002,Arizona,"2,237,596","4,728","1,697,257","219,105"
2002,Arkansas,"960,263","7,331","905,156","34,101"
2002,California,"18,449,629","50,322","11,118,654","535,424"
2002,Colorado,"956,817","5,864","1,187,875","1,201"
2002,Connecticut,"2,026,792","10,382","877,657","62,061"
2002,Delaware,"416,503","2,018","255,622","13,820"
2002,District of Columbia,"192,595","2,706","42,248","1,465"
2002,Florida,"8,471,458","46,130","5,446,008","345,490"
2002,Georgia,"4,211,547","19,072","3,416,904","109,024"
2002,Hawaii,"532,348","4,769","355,436","20,584"
2002,Idaho,"598,116","3,801","783,903","42,703"
2002,Illinois,"6,099,582","17,991","3,459,649","232,187"
2002,Indiana,"3,216,400","29,057","2,419,269","135,552"
2002,Iowa,"1,861,830","8,320","1,440,258","140,544"
2002,Kansas,"843,199","3,886","1,489,616","53,687"
2002,Kentucky,"2,087,841","13,742","1,499,169","48,508"
2002,Louisiana,"1,988,568","20,187","1,651,569","53,935"
2002,Maine,"583,361","2,928","381,294","31,021"
2002,Maryland,"2,523,020","11,945","1,348,960","56,823"
2002,Massachusetts,"3,636,333","11,398","1,759,115","129,663"
2002,Michigan,"4,874,315","26,329","3,632,991","204,805"
2002,Minnesota,"2,503,849","15,107","2,001,358","158,516"
2002,Mississippi,"1,136,337","9,255","809,184","27,037"
2002,Missouri,"2,481,695","11,806","1,741,530","64,179"
2002,Montana,"466,043","2,841","587,259","29,748"
2002,Nebraska,"841,430","6,456","807,717","25,349"
2002,Nevada,"650,178","1,834","600,867","35,898"
2002,New Hampshire,"681,842","1,796","459,593","57,389"
2002,New Jersey,"4,502,809","22,483","2,162,626","134,034"
2002,New Mexico,"715,474","3,545","819,265","34,467"
2002,New York,"7,924,325","58,733","2,472,639","142,790"
2002,North Carolina,"3,687,139","31,518","2,430,817","91,063"
2002,North Dakota,"348,075","2,438","347,911","17,865"
2002,Ohio,"6,553,274","39,294","3,877,151","271,112"
2002,Oklahoma,"1,621,817","17,253","1,431,884","66,838"
2002,Oregon,"1,559,986","13,603","1,495,721","74,453"
2002,Pennsylvania,"6,072,248","36,515","3,416,234","249,916"
2002,Rhode Island,"538,771","1,769","235,185","23,009"
2002,South Carolina,"1,959,711","17,046","1,225,345","62,726"
2002,South Dakota,"389,260","2,678","421,970","33,935"
2002,Tennessee,"2,805,063","16,948","1,954,509","84,334"
2002,Texas,"7,808,911","81,999","6,773,418","234,922"
2002,Utah,"968,327","1,273","877,573","41,421"
2002,Vermont,"298,388","2,145","236,613","26,527"
2002,Virginia,"4,011,475","18,022","2,243,339","70,139"
2002,Washington,"2,979,789","9,893","2,346,644","134,212"
2002,West Virginia,"782,397","3,038","677,548","30,868"
2002,Wisconsin,"2,586,648","14,510","1,956,042","204,732"
2002,Wyoming,"220,408","2,869","379,658","24,791"
2003,Alabama,"1,770,924","8,964","2,549,357","70,859"
2003,Alaska,"260,999","2,306","373,478","19,615"
2003,Arizona,"1,991,931","4,689","1,577,374","209,215"
2003,Arkansas,"955,188","7,573","925,794","38,500"
2003,California,"18,699,434","52,387","11,496,248","562,176"
2003,Colorado,"887,647","5,784","1,133,966","8,013"
2003,Connecticut,"2,041,237","10,348","911,955","63,071"
2003,Delaware,"419,150","2,073","265,594","15,008"
2003,District of Columbia,"184,199","2,789","41,363","1,516"
2003,Florida,"8,564,237","46,713","5,915,175","392,420"
2003,Georgia,"4,191,745","19,611","3,518,944","118,671"
2003,Hawaii,"525,277","4,840","372,793","22,394"
2003,Idaho,"554,102","3,696","743,322","43,951"
2003,Illinois,"5,768,554","17,914","3,463,546","261,038"
2003,Indiana,"3,251,509","30,316","2,457,523","144,310"
2003,Iowa,"1,883,135","8,350","1,477,430","140,000"
2003,Kansas,"834,052","3,874","1,476,534","56,356"
2003,Kentucky,"1,959,127","13,986","1,415,766","50,932"
2003,Louisiana,"1,997,248","20,961","1,695,352","57,275"
2003,Maine,"618,647","2,985","430,025","34,923"
2003,Maryland,"2,478,873","12,000","1,385,737","63,994"
2003,Massachusetts,"3,614,519","12,001","1,852,874","130,355"
2003,Michigan,"4,804,822","26,528","3,708,975","215,698"
2003,Minnesota,"2,501,883","16,182","2,007,075","174,706"
2003,Mississippi,"1,138,561","9,238","803,200","26,998"
2003,Missouri,"2,600,169","11,216","1,848,487","73,828"
2003,Montana,"436,686","2,661","571,140","66,017"
2003,Nebraska,"855,407","6,365","815,431","27,233"
2003,Nevada,"623,886","1,823","596,159","37,206"
2003,New Hampshire,"655,831","1,836","487,296","59,692"
2003,New Jersey,"4,448,660","22,848","2,240,093","140,383"
2003,New Mexico,"693,542","3,401","812,407","32,544"
2003,New York,"8,313,058","60,991","2,427,652","150,756"
2003,North Carolina,"3,653,665","31,920","2,433,059","95,598"
2003,North Dakota,"345,504","2,398","346,339","19,154"
2003,Ohio,"6,518,579","40,514","3,977,279","286,378"
2003,Oklahoma,"1,622,782","17,500","1,433,425","72,705"
2003,Oregon,"1,545,076","14,529","1,501,181","75,149"
2003,Pennsylvania,"6,120,710","36,908","3,566,835","268,990"
2003,Rhode Island,"548,568","1,713","255,459","24,589"
2003,South Carolina,"1,914,753","17,099","1,230,042","57,177"
2003,South Dakota,"387,897","2,726","436,321","37,549"
2003,Tennessee,"2,782,246","17,724","1,995,706","93,814"
2003,Texas,"7,841,637","84,260","6,962,883","261,553"
2003,Utah,"1,013,762","1,279","991,382","38,131"
2003,Vermont,"271,819","2,130","242,122","26,332"
2003,Virginia,"4,043,727","18,080","2,284,202","73,692"
2003,Washington,"2,968,936","9,820","2,400,135","141,945"
2003,West Virginia,"756,405","2,955","649,440","19,291"
2003,Wisconsin,"2,577,697","14,830","2,054,623","240,519"
2003,Wyoming,"231,895","2,916","385,053","27,816"
2004,Alabama,"1,693,741","9,088","2,804,922","81,086"
2004,Alaska,"255,068","2,440","402,473","21,134"
2004,Arizona,"2,055,202","4,787","1,716,125","209,048"
2004,Arkansas,"960,085","7,662","949,756","43,668"
2004,California,"19,255,690","53,643","12,090,263","626,529"
2004,Colorado,"894,582","5,822","1,122,888","8,411"
2004,Connecticut,"2,047,031","10,410","984,151","64,754"
2004,Delaware,"422,755","2,101","286,183","17,485"
2004,District of Columbia,"189,230","2,897","46,675","1,601"
2004,Florida,"8,440,792","47,337","6,569,344","461,935"
2004,Georgia,"4,222,236","20,171","3,639,958","129,439"
2004,Hawaii,"539,845","5,268","402,299","23,106"
2004,Idaho,"574,825","3,801","765,498","49,578"
2004,Illinois,"5,652,494","17,944","3,561,103","276,122"
2004,Indiana,"3,067,260","31,344","2,426,148","153,566"
2004,Iowa,"1,882,364","8,357","1,478,710","140,000"
2004,Kansas,"852,648","3,889","1,489,985","61,678"
2004,Kentucky,"1,881,213","14,188","1,423,633","53,478"
2004,Louisiana,"1,973,399","21,889","1,771,505","55,846"
2004,Maine,"608,700","3,306","456,058","38,712"
2004,Maryland,"2,547,973","11,860","1,559,831","72,844"
2004,Massachusetts,"3,504,943","11,400","1,939,924","136,887"
2004,Michigan,"4,680,729","26,173","3,691,719","228,856"
2004,Minnesota,"2,502,190","16,947","2,074,212","188,903"
2004,Mississippi,"1,123,242","9,320","831,926","27,162"
2004,Missouri,"2,698,085","11,514","2,102,497","77,519"
2004,Montana,"433,160","2,597","572,944","47,967"
2004,Nebraska,"842,363","6,489","840,220","28,671"
2004,Nevada,"642,818","1,901","636,705","44,823"
2004,New Hampshire,"672,560","1,894","503,858","66,319"
2004,New Jersey,"4,016,485","23,239","2,184,532","149,911"
2004,New Mexico,"695,825","3,533","843,606","36,294"
2004,New York,"8,548,783","64,151","2,485,851","170,148"
2004,North Carolina,"3,657,863","32,815","2,507,792","100,366"
2004,North Dakota,"347,009","2,645","351,228","20,953"
2004,Ohio,"6,452,386","41,936","4,141,968","298,652"
2004,Oklahoma,"1,634,376","17,958","1,498,655","84,651"
2004,Oregon,"1,475,253","15,582","1,512,392","75,453"
2004,Pennsylvania,"6,000,676","37,396","3,783,195","292,196"
2004,Rhode Island,"531,872","1,726","274,397","26,506"
2004,South Carolina,"1,922,964","17,100","1,317,008","60,029"
2004,South Dakota,"395,975","2,757","442,435","41,602"
2004,Tennessee,"2,889,051","18,431","2,127,180","108,659"
2004,Texas,"8,735,544","86,753","8,084,417","286,992"
2004,Utah,"1,036,674","1,289","1,046,461","44,386"
2004,Vermont,"280,158","2,057","240,997","28,304"
2004,Virginia,"4,091,334","18,199","2,387,893","75,457"
2004,Washington,"3,034,253","11,049","2,489,934","160,227"
2004,West Virginia,"740,834","2,877","652,709","19,534"
2004,Wisconsin,"2,591,731","14,366","2,098,972","232,808"
2004,Wyoming,"234,382","2,976","403,556","30,615"
2005,Alabama,"1,761,909","9,073","2,773,536","93,468"
2005,Alaska,"249,560","2,273","420,933","22,230"
2005,Arizona,"2,120,631","4,888","1,845,996","98,703"
2005,Arkansas,"951,430","7,855","980,248","50,100"
2005,California,"19,638,969","55,023","12,793,485","675,336"
2005,Colorado,"859,018","5,829","943,032","117,159"
2005,Connecticut,"2,028,005","10,396","1,020,152","65,110"
2005,Delaware,"427,740","2,158","306,644","18,987"
2005,District of Columbia,"185,059","3,021","49,201","1,191"
2005,Florida,"8,311,702","48,164","7,331,572","516,126"
2005,Georgia,"4,208,585","20,752","3,833,501","142,010"
2005,Hawaii,"517,817","5,269","424,462","24,667"
2005,Idaho,"583,274","3,775","787,007","56,607"
2005,Illinois,"5,704,638","17,519","3,736,095","291,089"
2005,Indiana,"2,694,941","31,974","2,228,561","147,544"
2005,Iowa,"1,841,522","8,365","1,547,717","146,362"
2005,Kansas,"865,196","3,899","1,499,020","66,810"
2005,Kentucky,"1,914,028","14,229","1,499,461","56,152"
2005,Louisiana,"1,960,105","21,342","1,837,751","55,071"
2005,Maine,"588,851","3,258","482,786","40,477"
2005,Maryland,"2,596,879","12,064","1,712,870","76,230"
2005,Massachusetts,"3,367,754","11,721","2,040,731","139,796"
2005,Michigan,"4,753,156","26,187","3,468,104","264,533"
2005,Minnesota,"2,505,986","17,412","2,123,525","201,134"
2005,Mississippi,"1,118,672","9,418","850,021","27,318"
2005,Missouri,"2,539,266","11,295","2,038,795","81,396"
2005,Montana,"433,181","2,598","573,151","47,967"
2005,Nebraska,"836,387","6,655","859,748","31,610"
2005,Nevada,"673,083","1,845","674,385","50,648"
2005,New Hampshire,"652,343","1,914","520,123","68,879"
2005,New Jersey,"3,957,193","23,258","2,281,050","158,889"
2005,New Mexico,"686,258","3,440","858,673","37,663"
2005,New York,"8,973,047","67,259","2,822,198","190,635"
2005,North Carolina,"3,583,762","33,315","2,531,239","105,376"
2005,North Dakota,"341,469","2,580","351,176","23,151"
2005,Ohio,"6,362,255","42,997","4,228,831","308,811"
2005,Oklahoma,"1,932,704","18,394","1,774,181","82,350"
2005,Oregon,"1,392,768","16,054","1,488,563","72,703"
2005,Pennsylvania,"5,888,278","37,678","3,937,829","305,837"
2005,Rhode Island,"516,728","1,716","293,166","28,644"
2005,South Carolina,"1,933,281","17,581","1,388,594","63,022"
2005,South Dakota,"384,673","2,507","466,368","46,409"
2005,Tennessee,"2,832,604","19,176","2,128,230","122,087"
2005,Texas,"8,911,818","89,557","8,468,172","331,213"
2005,Utah,"1,090,043","1,299","1,118,491","48,484"
2005,Vermont,"269,324","1,674","236,708","22,467"
2005,Virginia,"4,066,886","18,120","2,506,491","77,854"
2005,Washington,"3,061,330","10,496","2,526,620","172,200"
2005,West Virginia,"699,765","2,803","649,178","17,702"
2005,Wisconsin,"2,562,357","13,947","2,149,121","303,439"
2005,Wyoming,"231,853","3,031","411,346","33,500"
2006,Alabama,"1,795,596","9,082","2,825,636","104,075"
2006,Alaska,"242,487","2,706","429,901","24,122"
2006,Arizona,"2,189,979","4,961","1,987,392","114,443"
2006,Arkansas,"958,640","8,201","1,027,414","58,694"
2006,California,"19,835,554","56,814","13,289,690","726,095"
2006,Colorado,"858,967","5,829","943,027","117,159"
2006,Connecticut,"1,999,809","10,492","1,041,651","64,959"
2006,Delaware,"432,509","2,167","378,512","22,788"
2006,District of Columbia,"168,916","2,889","47,300","1,367"
2006,Florida,"7,425,148","48,929","8,899,488","588,962"
2006,Georgia,"4,141,179","21,343","4,123,932","142,276"
2006,Hawaii,"538,581","5,671","464,288","31,317"
2006,Idaho,"541,487","3,767","729,861","50,514"
2006,Illinois,"5,947,468","18,036","3,910,742","293,078"
2006,Indiana,"2,694,901","31,974","2,228,559","147,544"
2006,Iowa,"1,744,519","8,429","1,593,003","161,133"
2006,Kansas,"872,878","3,918","1,512,396","72,078"
2006,Kentucky,"1,969,142","14,249","1,574,731","58,959"
2006,Louisiana,"1,950,372","22,102","1,900,270","61,128"
2006,Maine,"581,797","3,399","486,680","45,488"
2006,Maryland,"2,656,597","12,155","1,819,645","72,625"
2006,Massachusetts,"3,310,725","11,207","2,063,283","143,853"
2006,Michigan,"4,765,547","26,248","3,362,440","248,002"
2006,Minnesota,"2,512,491","17,610","2,174,813","215,664"
2006,Mississippi,"1,118,200","9,521","869,860","27,553"
2006,Missouri,"2,715,297","11,485","2,230,390","85,466"
2006,Montana,"447,446","2,503","616,613","85,874"
2006,Nebraska,"832,511","6,995","893,627","36,966"
2006,Nevada,"679,828","1,923","684,806","56,973"
2006,New Hampshire,"585,455","1,873","472,635","70,778"
2006,New Jersey,"3,692,966","23,827","2,241,195","163,636"
2006,New Mexico,"699,312","3,552","877,956","43,495"
2006,New York,"8,528,457","70,015","2,685,424","203,145"
2006,North Carolina,"3,659,926","33,720","2,607,790","110,637"
2006,North Dakota,"345,502","2,587","364,080","25,353"
2006,Ohio,"6,438,988","44,484","4,345,371","332,355"
2006,Oklahoma,"1,606,517","18,634","1,576,680","94,289"
2006,Oregon,"1,427,597","14,822","1,538,960","84,224"
2006,Pennsylvania,"5,842,819","38,029","4,013,315","330,947"
2006,Rhode Island,"508,389","1,726","295,433","31,131"
2006,South Carolina,"1,964,994","18,078","1,470,771","87,774"
2006,South Dakota,"375,760","2,644","465,580","53,481"
2006,Tennessee,"2,878,136","19,979","2,193,213","134,134"
2006,Texas,"8,805,316","90,173","8,642,899","355,878"
2006,Utah,"1,079,455","1,308","1,155,325","50,896"
2006,Vermont,"309,972","1,745","275,951","24,543"
2006,Virginia,"4,031,355","18,264","2,586,357","81,172"
2006,Washington,"3,087,818","11,665","2,590,014","194,263"
2006,West Virginia,"734,599","2,794","703,706","40,730"
2006,Wisconsin,"2,639,984","14,347","2,317,130","271,151"
2006,Wyoming,"228,057","3,088","414,047","35,791"
2007,Alabama,"1,976,510","9,205","2,692,056","110,858"
2007,Alaska,"240,931","2,672","436,538","25,720"
2007,Arizona,"2,237,693","4,915","2,129,427","125,219"
2007,Arkansas,"944,255","7,758","1,058,288","64,154"
2007,California,"20,037,727","58,088","13,839,571","767,319"
2007,Colorado,"785,099","5,820","916,220","111,468"
2007,Connecticut,"1,988,569","10,591","1,048,170","64,848"
2007,Delaware,"472,688","2,258","376,277","23,289"
2007,District of Columbia,"165,633","2,986","48,902","1,440"
2007,Florida,"7,189,598","48,607","9,235,703","624,932"
2007,Georgia,"4,155,154","22,083","4,335,274","172,430"
2007,Hawaii,"521,669","5,940","465,508","30,072.35"
2007,Idaho,"525,560","3,872","752,467","44,107"
2007,Illinois,"5,814,178","18,310","3,924,516","308,032"
2007,Indiana,"2,694,917","31,978","2,228,644","147,544"
2007,Iowa,"1,727,177","7,375","1,625,644","161,317"
2007,Kansas,"879,318","3,936","1,545,810","77,533"
2007,Kentucky,"1,937,195","14,298","1,595,127","61,906.66"
2007,Louisiana,"1,938,195","23,014","1,965,532","64,603.50"
2007,Maine,"569,503","3,531","506,809","49,960"
2007,Maryland,"2,652,872","12,039","1,845,553","78,341.60"
2007,Massachusetts,"3,276,019","11,758","2,078,931","144,458"
2007,Michigan,"4,972,114","26,290","3,193,344","268,685"
2007,Minnesota,"2,552,023","18,122","2,185,608","229,805"
2007,Mississippi,"1,141,299","9,605","856,971","27,777"
2007,Missouri,"2,675,818","11,078","2,230,097","92,373.41"
2007,Montana,"389,754","2,483","556,291","20,398"
2007,Nebraska,"815,731","7,036","916,305","40,459"
2007,Nevada,"698,622","2,013","723,687","61,232"
2007,New Hampshire,"643,442","1,979","539,421","75,559"
2007,New Jersey,"3,827,017","23,289","2,396,824","164,024"
2007,New Mexico,"703,057","3,426","892,850","46,779"
2007,New York,"8,866,591","72,484","2,555,438","315,987.89"
2007,North Carolina,"3,601,669","34,400","2,681,079","116,159.36"
2007,North Dakota,"344,258","2,512","363,767","27,554"
2007,Ohio,"6,362,791","45,953","4,439,732","346,925"
2007,Oklahoma,"1,605,813","18,932","1,599,908","101,606"
2007,Oregon,"1,462,803","15,340","1,610,170","96,622.28"
2007,Pennsylvania,"5,805,046","38,510","4,094,385","353,945"
2007,Rhode Island,"491,229","1,731","303,723","31,227.29"
2007,South Carolina,"1,940,512","18,864","1,561,650","95,011"
2007,South Dakota,"372,633","2,736","489,469","58,376"
2007,Tennessee,"3,020,654","19,862","2,299,430","144,069"
2007,Texas,"8,800,325","92,250","9,179,573","387,915"
2007,Utah,"1,138,442","1,321","1,180,408","54,534"
2007,Vermont,"297,176","1,807","265,984","25,805"
2007,Virginia,"3,958,939","18,235","2,636,607","80,393.45"
2007,Washington,"3,146,178","12,184","2,599,581","206,712"
2007,West Virginia,"707,442","2,792","703,233","45,364"
2007,Wisconsin,"2,645,181","14,962","2,357,752","325,554"
2007,Wyoming,"215,911","3,206","432,985","38,072"
2008,Alabama,"2,220,095","8,947","2,500,749","127,166"
2008,Alaska,"242,650","2,763","445,343","27,946"
2008,Arizona,"2,234,963","4,920","2,133,349","134,434"
2008,Arkansas,"957,446","7,737","1,075,805","71,145"
2008,California,"19,919,068","59,442","13,504,551","757,793"
2008,Colorado,"734,665","5,793","877,761","118,486"
2008,Connecticut,"2,018,461","10,790","1,064,493","65,845"
2008,Delaware,"461,882","2,255","403,607","24,453.30"
2008,District of Columbia,"171,255","3,028","49,516","1,478.40"
2008,Florida,"8,180,462","50,687","8,230,776","673,434"
2008,Georgia,"4,260,495","22,836","4,286,294","188,072"
2008,Hawaii,"488,217","4,711","452,563","51,407"
2008,Idaho,"534,911","3,931","779,391","64,430"
2008,Illinois,"5,779,977","19,166","3,994,678","332,102"
2008,Indiana,"3,135,611","33,389","2,678,546","204,971"
2008,Iowa,"1,798,052","7,476","1,625,339","182,135"
2008,Kansas,"884,039","3,941","1,560,788","84,602"
2008,Kentucky,"1,972,534","14,405","1,617,109","65,001.64"
2008,Louisiana,"1,957,262","22,476","1,999,450","69,088.45"
2008,Maine,"561,893","3,681","508,891","54,672"
2008,Maryland,"2,650,579","12,133","1,862,521","79,578.80"
2008,Massachusetts,"3,236,056","11,241","2,081,052","153,444"
2008,Michigan,"4,388,023","26,374","3,531,074","271,161"
2008,Minnesota,"2,543,559","18,202","2,221,730","248,708"
2008,Mississippi,"1,155,133","9,681","870,093","28,171"
2008,Missouri,"2,620,559","10,657","2,234,560","99,081.37"
2008,Montana,"375,757","2,468","548,750","112,443"
2008,Nebraska,"816,515","7,212","932,901","43,741"
2008,Nevada,"699,041","2,783","715,390","65,218"
2008,New Hampshire,"650,130","1,978","561,847","80,689"
2008,New Jersey,"3,826,995","23,287","2,396,600","164,024"
2008,New Mexico,"692,415","3,488","873,868","47,176"
2008,New York,"8,576,151","72,781","2,439,971","340,131.20"
2008,North Carolina,"3,572,277","34,904","2,641,648","121,958.73"
2008,North Dakota,"346,622","2,504","368,095","31,055"
2008,Ohio,"6,413,063","47,612","4,472,494","370,362"
2008,Oklahoma,"1,654,409","19,224","1,618,337","116,012"
2008,Oregon,"1,463,189","15,533","1,626,951","103,289.20"
2008,Pennsylvania,"6,086,264","39,928","4,240,216","398,731"
2008,Rhode Island,"490,628","1,720","302,032","32,104.81"
2008,South Carolina,"1,996,617","18,988","1,588,355","103,051"
2008,South Dakota,"347,408","2,435","557,541","58,329"
2008,Tennessee,"2,833,546","19,884","2,244,717","151,627"
2008,Texas,"8,830,985","92,639","9,284,324","439,145"
2008,Utah,"1,192,191","1,329","1,245,165","57,982"
2008,Vermont,"306,690","1,875","272,901","28,285"
2008,Virginia,"3,881,087","17,341","2,627,520","82,968.80"
2008,Washington,"3,299,259","12,625","2,667,826","235,155"
2008,West Virginia,"700,301","2,715","699,014","48,945"
2008,Wisconsin,"2,659,162","14,064","2,325,677","311,102"
